rating,cocoa_percent,bean_type,bean_broad_origin,company_name,company_location
3.0,70.0,Criollo,Belize,La Chocolaterie Nanairo,Japan
2.75,74.0, ,"Africa, Carribean, C. Am.",La Maison du Chocolat (Valrhona),France
3.25,60.0, ,Tobago,La Maison du Chocolat (Valrhona),France
3.25,56.0, ,Ecuador,La Maison du Chocolat (Valrhona),France
3.5,66.0, ,Dominican Republic,La Maison du Chocolat (Valrhona),France
3.5,68.0,Trinitario,Grenada,La Maison du Chocolat (Valrhona),France
3.25,68.0,Forastero,Ghana,La Maison du Chocolat (Valrhona),France
3.5,69.0,Criollo,Venezuela,La Maison du Chocolat (Valrhona),France
3.5,74.0,Blend,"Ven., Indonesia, Ecuad.",La Maison du Chocolat (Valrhona),France
2.5,72.0, ,Peru,La Oroquidea,Peru
3.25,60.0, ,Ecuador,La Pepa de Oro,Ecuador
2.75,75.0,Trinitario,Madagascar,Laia aka Chat-Noir,France
2.75,75.0,Trinitario,Vietnam,Laia aka Chat-Noir,France
3.0,75.0, ,Cuba,Laia aka Chat-Noir,France
3.25,75.0, ,Peru,Laia aka Chat-Noir,France
3.0,75.0, ,Ivory Coast,Laia aka Chat-Noir,France
3.5,75.0,Forastero,Sao Tome,Laia aka Chat-Noir,France
3.25,75.0, ,Brazil,Laia aka Chat-Noir,France
3.75,75.0,Trinitario,Vietnam,Laia aka Chat-Noir,France
2.75,70.0, ,Cuba,Laia aka Chat-Noir,France
2.75,68.0, ,Trinidad-Tobago,Laia aka Chat-Noir,France
3.5,70.0,Forastero,Brazil,Lajedo do Ouro,Brazil
2.5,75.0, ,Tanzania,Lake Champlain (Callebaut),U.S.A.
3.5,80.0,Trinitario,Nicaragua,L'Amourette,U.S.A.
3.0,75.0,Trinitario,Venezuela,L'Amourette,U.S.A.
3.0,75.0,Trinitario,Venezuela,L'Amourette,U.S.A.
3.0,72.0,Criollo,"Peru, Ecuador, Venezuela",L'Amourette,U.S.A.
3.5,70.0, ,Honduras,Letterpress,U.S.A.
3.25,70.0, ,Belize,Letterpress,U.S.A.
3.25,70.0, ,Liberia,Letterpress,U.S.A.
3.25,70.0, ,Bolivia,Letterpress,U.S.A.
3.5,70.0,Trinitario,Trinidad,Letterpress,U.S.A.
3.0,70.0, ,Costa Rica,Letterpress,U.S.A.
3.25,70.0, ,Domincan Republic,Letterpress,U.S.A.
3.5,70.0, ,Tanzania,Letterpress,U.S.A.
3.5,70.0,Forastero,Peru,Letterpress,U.S.A.
3.5,71.0,Criollo,Madagascar,Levy,Finland
3.0,70.0,Trinitario,Madagascar,Lilla,Finland
3.5,65.0,Criollo,Peru,Lillie Belle,U.S.A.
3.5,68.0,Criollo,Bolivia,Lillie Belle,U.S.A.
3.75,68.0, ,Peru,Lillie Belle,U.S.A.
2.75,75.0, ,"Venezuela, Dom. Rep.",Lillie Belle,U.S.A.
3.0,74.0, ,Dominican Republic,Lillie Belle,U.S.A.
3.5,68.0,Criollo,Bolivia,Lillie Belle,U.S.A.
2.5,65.0, ,Puerto Rico,Loiza,Puerto Rico
3.75,70.0, ,Hawaii,Lonohana,U.S.A.
3.25,65.0, ,Hawaii,Lonohana,U.S.A.
3.75,75.0, ,Hawaii,Lonohana,U.S.A.
3.0,71.0, ,Hawaii,Lonohana,U.S.A.
3.0,72.0, ,Hawaii,Lonohana,U.S.A.
3.5,70.0, ,Hawaii,Lonohana,U.S.A.
2.0,75.0, ,Nicaragua,Love Bar,U.S.A.
2.75,46.0, ,"Colombia, Ecuador",Luker,Colombia
3.0,60.0, ,"Colombia, Ecuador",Luker,Colombia
3.0,58.0, ,"Colombia, Ecuador",Luker,Colombia
3.5,65.0, ,Colombia,Luker,Colombia
1.5,70.0, ,Peru,Machu Picchu Trading Co.,Peru
2.25,55.0, ,Peru,Machu Picchu Trading Co.,Peru
3.5,67.0,Trinitario,Madagascar,Madecasse (Cinagra),Madagascar
3.75,70.0,Trinitario,Madagascar,Madecasse (Cinagra),Madagascar
4.0,63.0,Trinitario,Madagascar,Madecasse (Cinagra),Madagascar
3.5,75.0,Trinitario,Madagascar,Madecasse (Cinagra),Madagascar
3.5,73.0, ,Solomon Islands,Madre,U.S.A.
2.75,70.0, ,Puerto Rico,Madre,U.S.A.
3.5,70.0, ,Brazil,Madre,U.S.A.
2.75,70.0, ,Hawaii,Madre,U.S.A.
2.75,70.0, ,Mexico,Madre,U.S.A.
3.25,70.0, ,Hawaii,Madre,U.S.A.
3.25,70.0,Criollo,Hawaii,Madre,U.S.A.
3.5,70.0, ,Hawaii,Madre,U.S.A.
2.5,70.0, ,Dominican Republic,Madre,U.S.A.
2.75,70.0, ,Costa Rica,Madre,U.S.A.
2.75,72.0, ,Mexico,Madre,U.S.A.
2.0,75.0, ,Tanzania,Maglio,Italy
3.0,70.0,Forastero,Ecuador,Maglio,Italy
3.25,70.0,Criollo,Cuba,Maglio,Italy
3.75,70.0,Criollo,Dominican Republic,Maglio,Italy
2.0,70.0, ,Ecuador,Majani,Italy
2.75,75.0,Trinitario,Madagascar,Malagasy (Chocolaterie Robert),Madagascar
3.5,73.0,Trinitario,Madagascar,Malagasy (Chocolaterie Robert),Madagascar
3.5,65.0,Trinitario,Philippines,Malagos,Philippines
3.5,55.0, ,Hawaii,Malie Kai (Guittard),U.S.A.
2.75,55.0,Blend,Hawaii,Malie Kai (Guittard),U.S.A.
3.0,70.0, ,Venezuela,Malmo,Sweden
2.5,74.0, ,Ecuador,Mana,U.S.A.
2.5,74.0, ,Peru,Mana,U.S.A.
2.75,74.0, ,Venezuela,Mana,U.S.A.
3.75,74.0, ,Dominican Republic,Mana,U.S.A.
2.75,70.0, ,Colombia,Manifesto Cacao,Colombia
3.5,72.0, ,Papua New Guinea,Manoa,U.S.A.
3.75,72.0, ,Costa Rica,Manoa,U.S.A.
3.75,72.0, ,Hawaii,Manoa,U.S.A.
3.25,72.0, ,Liberia,Manoa,U.S.A.
2.75,72.0, ,Hawaii,Manoa,U.S.A.
3.0,72.0, ,Peru,Manoa,U.S.A.
3.25,72.0, ,Hawaii,Manoa,U.S.A.
3.75,70.0, ,Nicaragua,Manufaktura Czekolady,Poland
3.5,70.0, ,Peru,Manufaktura Czekolady,Poland
3.75,70.0,Criollo,Venezuela,Manufaktura Czekolady,Poland
3.5,85.0, ,Colombia,Manufaktura Czekolady,Poland
3.25,70.0, ,Dominican Republic,Manufaktura Czekolady,Poland
3.5,70.0,Forastero,Ghana,Manufaktura Czekolady,Poland
3.25,70.0, ,Ecuador,Manufaktura Czekolady,Poland
3.25,75.0,Trinitario,Vietnam,Map Chocolate,U.S.A.
3.5,70.0,Criollo,Dominican Republic,Map Chocolate,U.S.A.
3.5,62.0,Forastero,Peru,Map Chocolate,U.S.A.
3.5,70.0,Trinitario,Ecuador,Map Chocolate,U.S.A.
2.75,70.0,Trinitario,Trinidad,Map Chocolate,U.S.A.
3.5,70.0, ,Nicaragua,Map Chocolate,U.S.A.
3.5,68.0,Criollo,Peru,Map Chocolate,U.S.A.
2.75,75.0, ,Colombia,Map Chocolate,U.S.A.
3.0,72.0, ,Tanzania,Map Chocolate,U.S.A.
3.5,78.0, ,Honduras,Map Chocolate,U.S.A.
3.0,70.0, ,Peru,Marana,Peru
2.75,70.0, ,Peru,Marana,Peru
3.0,70.0, ,Peru,Marana,Peru
3.25,85.0,Trinitario,Vietnam,Marou,Vietnam
3.5,68.0,Trinitario,Vietnam,Marou,Vietnam
3.75,70.0,Trinitario,Vietnam,Marou,Vietnam
3.5,75.0,Trinitario,Vietnam,Marou,Vietnam
3.5,76.0,Trinitario,Vietnam,Marou,Vietnam
3.5,72.0,Trinitario,Vietnam,Marou,Vietnam
3.5,70.0,Trinitario,Vietnam,Marou,Vietnam
3.5,78.0,Trinitario,Vietnam,Marou,Vietnam
3.0,80.0,Trinitario,Vietnam,Marou,Vietnam
3.5,74.0,Trinitario,Vietnam,Marou,Vietnam
3.0,65.0, ,Costa Rica,Mars,U.S.A.
3.0,65.0, ,Ivory Coast,Mars,U.S.A.
3.25,65.0, ,Nigeria,Mars,U.S.A.
3.5,65.0,Forastero,Ghana,Mars,U.S.A.
2.25,74.0, ,Dominican Republic,Marsatta,U.S.A.
2.5,89.0, ,Dominican Republic,Marsatta,U.S.A.
2.75,76.0, ,Bolivia,Martin Mayer,Austria
3.0,82.0, ,Haiti,Martin Mayer,Austria
3.25,74.0, ,Colombia,Martin Mayer,Austria
3.0,76.0, ,Guatemala,Mast Brothers,U.S.A.
3.25,74.0, ,Tanzania,Mast Brothers,U.S.A.
3.75,75.0,Blend,"Peru, Belize",Mast Brothers,U.S.A.
3.5,73.0,Blend,"Peru, Mad., Dom. Rep.",Mast Brothers,U.S.A.
2.75,73.0,Trinitario,Venezuela,Mast Brothers,U.S.A.
3.0,76.0,Trinitario,Venezuela,Mast Brothers,U.S.A.
3.0,70.0,Trinitario,Venezuela,Mast Brothers,U.S.A.
2.75,81.0,Trinitario,Venezuela,Mast Brothers,U.S.A.
3.5,70.0,Trinitario,Belize,Mast Brothers,U.S.A.
2.75,71.0, ,Papua New Guinea,Mast Brothers,U.S.A.
3.0,75.0, ,Peru,Mast Brothers,U.S.A.
3.25,73.0, ,Dominican Republic,Mast Brothers,U.S.A.
3.75,74.0, ,Dominican Republic,Mast Brothers,U.S.A.
2.75,81.0,Criollo,Venezuela,Mast Brothers,U.S.A.
3.0,75.0, ,Venezuela,Mast Brothers,U.S.A.
3.25,70.0, ,Dominican Republic,Mast Brothers,U.S.A.
3.5,72.0,Trinitario,Vanuatu,Matale,Australia
4.0,68.0,Trinitario,Madagascar,Matale,Australia
4.0,74.0,Trinitario,Papua New Guinea,Matale,Australia
3.75,70.0,Trinitario,"PNG, Vanuatu, Mad",Matale,Australia
3.25,70.0,Trinitario,Belize,Maverick,U.S.A.
3.25,70.0, ,Dominican Republic,Maverick,U.S.A.
3.25,82.0,Criollo,Peru,Maverick,U.S.A.
3.5,63.0,Criollo,Peru,Maverick,U.S.A.
3.0,72.0, ,Domincan Republic,Mayacama,U.S.A.
2.5,70.0, ,Bolivia,Meadowlands,U.S.A.
2.75,70.0, ,Venezuela,Meadowlands,U.S.A.
3.0,70.0,Trinitario,Belize,Meadowlands,U.S.A.
3.0,70.0, ,Nicaragua,Meadowlands,U.S.A.
3.5,70.0, ,Dominican Republic,Meadowlands,U.S.A.
2.5,80.0,Trinitario,Madagascar,Menakao (aka Cinagra),Madagascar
2.5,72.0,Trinitario,Madagascar,Menakao (aka Cinagra),Madagascar
2.75,80.0, ,El Salvador,Mesocacao,Honduras
3.0,70.0, ,El Salvador,Mesocacao,Honduras
3.25,80.0, ,Honduras,Mesocacao,Honduras
3.5,70.0, ,Honduras,Mesocacao,Honduras
3.25,70.0, ,Nicaragua,Mesocacao,Honduras
3.5,80.0, ,Nicaragua,Mesocacao,Honduras
3.0,70.0, ,Brazil,Metiisto,Sweden
3.5,72.0,Trinitario,Madagascar,Metiisto,Sweden
3.5,70.0,Trinitario,South America,Metropolitan,Amsterdam
3.75,66.0, ,Mexico,Michel Cluizel,France
3.5,66.0,Trinitario,Venezuela,Michel Cluizel,France
3.5,67.0,Forastero,Sao Tome,Michel Cluizel,France
3.0,70.0,Forastero,Sao Tome,Michel Cluizel,France
4.0,67.0, ,Dominican Republic,Michel Cluizel,France
4.0,65.0,Trinitario,Madagascar,Michel Cluizel,France
4.0,64.0, ,Papua New Guinea,Michel Cluizel,France
3.5,80.0,Trinitario,Belize,Middlebury,U.S.A.
3.5,70.0,Trinitario,Trinidad,Middlebury,U.S.A.
3.75,75.0, ,Dominican Republic,Middlebury,U.S.A.
3.75,75.0, ,Venezuela,Middlebury,U.S.A.
3.25,75.0, ,Tanzania,Middlebury,U.S.A.
3.5,70.0, ,Nicaragua,Middlebury,U.S.A.
2.5,75.0, ,Dominican Republic,Middlebury,U.S.A.
3.25,80.0,Trinitario,Belize,Middlebury,U.S.A.
2.0,75.0,Criollo,Bolivia,Middlebury,U.S.A.
2.5,70.0,Criollo,Indonesia,Middlebury,U.S.A.
2.5,70.0,Forastero,Ecuador,Millcreek Cacao Roasters,U.S.A.
3.5,70.0, ,Ecuador,Millcreek Cacao Roasters,U.S.A.
2.75,67.0, ,Ecuador,Mindo,U.S.A.
2.75,77.0, ,Ecuador,Mindo,U.S.A.
3.5,70.0,Criollo,Haiti,Minimal,Japan
3.75,75.0, ,Brazil,Mission,Brazil
3.5,70.0,Forastero,Brazil,Mission,Brazil
2.5,65.0, ,Colombia,Mita,Colombia
3.25,73.0,Trinitario,Belize,Moho,U.S.A.
3.0,72.0,Trinitario,Belize,Moho,U.S.A.
2.75,67.0,Trinitario,Belize,Moho,U.S.A.
3.0,70.0, ,Domincan Republic,Molucca,U.S.A.
2.75,70.0, ,Indonesia,Molucca,U.S.A.
3.25,70.0, ,Peru,Molucca,U.S.A.
2.75,70.0, ,Nicaragua,Momotombo,Nicaragua
2.75,70.0, ,Nicaragua,Momotombo,Nicaragua
3.25,70.0, ,Nicaragua,Momotombo,Nicaragua
3.5,72.0, ,Dominican Republic,Monarque,Canada
3.25,70.0, ,Papua New Guinea,Monsieur Truffe,Australia
3.25,70.0, ,Ecuador,Montecristi,Ecuador
3.5,63.0, ,Ecuador,Montecristi,Ecuador
3.5,85.0, ,Ecuador,Montecristi,Ecuador
3.5,70.0, ,Nicaragua,Muchomas (Mesocacao),U.S.A.
3.5,80.0, ,Nicaragua,Muchomas (Mesocacao),U.S.A.
2.75,68.0, ,Tanzania,Mutari,U.S.A.
2.75,71.0, ,Domincan Republic,Mutari,U.S.A.
2.75,68.0, ,Madagascar,Mutari,U.S.A.
3.0,80.0,Trinitario,Vietnam,Mutari,U.S.A.
2.5,58.0, ,Costa Rica,Nahua,Costa Rica
3.0,70.0, ,Costa Rica,Nahua,Costa Rica
3.75,70.0, ,"Trinidad, Tobago",Naive,Lithuania
3.75,78.0,Forastero,Peru,Naive,Lithuania
2.5,71.0,Trinitario,Grenada,Naive,Lithuania
3.25,70.0,Criollo,Nicaragua,Na�ve,Lithuania
2.75,75.0,Trinitario,Venezuela,Na�ve,Lithuania
3.0,70.0, ,Venezuela,Na�ve,Lithuania
3.5,85.0, ,Hawaii,Nanea,U.S.A.
2.25,72.0, ,Peru,Nathan Miller,U.S.A.
2.5,70.0, ,Dominican Republic,Nathan Miller,U.S.A.
2.5,73.5,Trinitario,Madagascar,Nathan Miller,U.S.A.
3.5,70.0,Forastero,Ghana,Nathan Miller,U.S.A.
2.5,70.0,Criollo,Papua New Guinea,Neuhaus (Callebaut),Belgium
3.75,67.0,Trinitario,Trinidad,Neuhaus (Callebaut),Belgium
2.0,73.0,Forastero,West Africa,Neuhaus (Callebaut),Belgium
2.75,75.0,Forastero,Sao Tome,Neuhaus (Callebaut),Belgium
3.0,71.0,Criollo,Venezuela,Neuhaus (Callebaut),Belgium
2.25,72.0,Criollo,Venezuela,Nibble,U.S.A.
2.75,72.0,Trinitario,Dominican Republic,Nibble,U.S.A.
3.0,72.0,Trinitario,Madagascar,Nibble,U.S.A.
3.0,72.0,Criollo,Peru,Nibble,U.S.A.
2.75,75.0, ,Peru,Night Owl,U.S.A.
3.5,75.0, ,Ecuador,Night Owl,U.S.A.
3.0,75.0,Forastero,Ghana,Noble Bean aka Jerjobo,U.S.A.
3.0,75.0,Trinitario,Belize,Noble Bean aka Jerjobo,U.S.A.
3.25,75.0,Forastero,Peru,Noble Bean aka Jerjobo,U.S.A.
3.0,70.0, ,Venezuela,Noir d' Ebine,U.S.A.
3.0,70.0, ,Ecuador,Noir d' Ebine,U.S.A.
3.0,70.0, ,Nicaragua,Nova Monda,Nicaragua
2.75,75.0, ,Nicaragua,Nova Monda,Niacragua
3.25,80.0,Forastero,Ecuador,Nova Monda,Nicaragua
3.75,70.0,Forastero,Ghana,Nuance,U.S.A.
2.75,70.0,Trinitario,Ecuador,Nuance,U.S.A.
3.0,70.0,Criollo,Venezuela,Nuance,U.S.A.
3.5,70.0,Trinitario,Madagascar,Nuance,U.S.A.
3.75,70.0, ,Dominican Republic,Nuance,U.S.A.
3.5,70.0,Trinitario,Brazil,Nugali,Brazil
2.5,70.0,Trinitario,Jamaica,Oakland Chocolate Co.,U.S.A.
3.75,70.0,Criollo,Peru,Obolo,Chile
3.75,70.0,Criollo,Peru,Obolo,Chile
3.75,70.0,Forastero,Congo,Ocelot,Scotland
4.0,75.0,Criollo,Peru,Ocelot,Scotland
2.75,100.0, ,Samoa,Ocho,New Zealand
3.5,70.0, ,Samoa,Ocho,New Zealand
2.75,66.0, ,Papua New Guinea,Ocho,New Zealand
3.0,70.0, ,Papua New Guinea,Ocho,New Zealand
3.25,88.0, ,Papua New Guinea,Ocho,New Zealand
3.5,74.0, ,Papua New Guinea,Ocho,New Zealand
2.75,70.0,Trinitario,Trinidad,Ohiyo,U.S.A.
3.0,70.0, ,Tanzania,Ohiyo,U.S.A.
3.5,70.0,Criollo,Bolivia,Oialla by Bojessen (Malmo),Germany
3.0,72.0, ,Dominican Republic,Olive and Sinclair,U.S.A.
3.0,72.0,Forastero,Ghana,Olive and Sinclair,U.S.A.
2.75,67.0, ,"Ghana, Domin. Rep",Olive and Sinclair,U.S.A.
3.0,75.0, ,"Ghana, Domin. Rep",Olive and Sinclair,U.S.A.
2.0,76.0, ,Carribean,Olivia,Canada
2.75,76.0, ,Carribean,Olivia,Canada
2.75,85.0, ,Carribean,Olivia,Canada
3.0,85.0, ,Carribean,Olivia,Canada
2.75,80.0,Forastero,Ghana,Omanhene,Ghana
3.75,70.0,Trinitario,Tanzania,Omnom,Iceland
3.0,70.0, ,Papua New Guinea,Omnom,Iceland
3.5,66.0,Trinitario,Madagascar,Omnom,Iceland
2.75,74.0,Trinitario,Belize,organicfair,Canada
2.75,72.0, ,Dominican Republic,organicfair,Canada
2.75,72.0,Trinitario,Nicaragua,organicfair,Canada
3.0,72.0, ,Dominican Republic,organicfair,Canada
3.0,72.0,Trinitario,Ecuador,organicfair,Canada
2.75,68.0, ,Papua New Guinea,Original Beans (Felchlin),Switzerland
3.75,66.0, ,Bolivia,Original Beans (Felchlin),Switzerland
3.0,70.0,Forastero,Congo,Original Beans (Felchlin),Switzerland
3.0,75.0,Criollo,Peru,Original Beans (Felchlin),Switzerland
3.25,68.0, ,Bolivia,Original Beans (Felchlin),Switzerland
3.0,60.0,Criollo,Hawaii,Original Hawaiin Chocolate Factory,U.S.A.
3.0,60.0, ,Hawaii,Original Hawaiin Chocolate Factory,U.S.A.
3.0,65.0, ,Peru,Orquidea,Peru
3.0,72.0, ,Peru,Orquidea,Peru
4.0,70.0, ,Colombia,Pacari,Ecuador
3.25,70.0, ,Ecuador,Pacari,Ecuador
3.5,70.0, ,Ecuador,Pacari,Ecuador
3.75,70.0, ,Ecuador,Pacari,Ecuador
4.0,70.0, ,Ecuador,Pacari,Ecuador
2.75,85.0, ,Ecuador,Pacari,Ecuador
4.0,70.0, ,Peru,Pacari,Ecuador
3.5,70.0, ,Ecuador,Pacari,Ecuador
2.5,60.0,Forastero,Ecuador,Pacari,Ecuador
2.75,65.0,Forastero,Ecuador,Pacari,Ecuador
3.0,72.0,Forastero,Ecuador,Pacari,Ecuador
2.0,100.0,Forastero,Ecuador,Pacari,Ecuador
3.5,70.0,Forastero,Ecuador,Pacari,Ecuador
2.75,70.0, ,Guatemala,Palette de Bine,Canada
3.0,72.0,Trinitario,Belize,Palette de Bine,Canada
3.25,70.0, ,Bolivia,Palette de Bine,Canada
3.25,70.0,Trinitario,Trinidad,Palette de Bine,Canada
3.5,72.0, ,Tanzania,Palette de Bine,Canada
3.75,72.0,Trinitario,Vietnam,Palette de Bine,Canada
2.75,72.0, ,Bolivia,Palette de Bine,Canada
3.75,78.0,Trinitario,Madagascar,Palette de Bine,Canada
2.75,75.0, ,Ecuador,Palette de Bine,Canada
3.5,75.0,Blend,"Trinidad, Ecuador",Palette de Bine,Canada
3.75,70.0,Trinitario,Trinidad,Palette de Bine,Canada
3.0,76.0, ,Fiji,Pangea,Spain
3.5,65.0, ,South America,Park 75,U.S.A.
3.25,70.0, ,Tanzania,Parliament,U.S.A.
3.5,70.0, ,Guatemala,Parliament,U.S.A.
3.0,70.0, ,Bolivia,Parliament,U.S.A.
3.5,70.0, ,Dominican Republic,Parliament,U.S.A.
2.5,55.0, ,Peru,Pascha,Peru
2.75,70.0, ,Peru,Pascha,Peru
4.0,75.0,Trinitario,Madagascar,Patric,U.S.A.
3.5,67.0,Trinitario,Madagascar,Patric,U.S.A.
3.5,70.0,Trinitario,Venezuela,Patric,U.S.A.
4.0,70.0,Trinitario,Madagascar,Patric,U.S.A.
4.0,67.0, ,Peru,Patric,U.S.A.
2.25,73.0,Trinitario,Madagascar,Paul Young,U.K.
2.75,64.0,Trinitario,Madagascar,Paul Young,U.K.
3.0,82.0, ,Dominican Republic,Peppalo,U.S.A.
3.25,70.0,Forastero,Cameroon,Pierre Marcolini,Belgium
3.0,75.0,Criollo,Venezuela,Pierre Marcolini,Belgium
3.25,75.0,Trinitario,Trinidad,Pierre Marcolini,Belgium
3.75,78.0,Criollo,Cuba,Pierre Marcolini,Belgium
3.0,85.0,Criollo,Peru,Pierre Marcolini,Belgium
3.0,72.0,Forastero,Brazil,Pierre Marcolini,Belgium
3.0,72.0,Criollo,Mexico,Pierre Marcolini,Belgium
4.0,70.0,Blend,"Venezuela, Java",Pierre Marcolini,Belgium
3.75,72.0,Forastero,Ecuador,Pierre Marcolini,Belgium
4.0,72.0,Trinitario,Madagascar,Pierre Marcolini,Belgium
3.5,85.0,Blend,Venezuela/ Ghana,Pierre Marcolini,Belgium
4.0,72.0,Criollo,Mexico,Pierre Marcolini,Belgium
3.0,72.0,Criollo,Indonesia,Pierre Marcolini,Belgium
4.0,72.0,Criollo,Venezuela,Pierre Marcolini,Belgium
2.5,80.0, ,Honduras,Pinellas,U.S.A.
2.5,62.0, ,Nicaragua,Pitch Dark,U.S.A.
2.75,80.0, ,Nicaragua,Pitch Dark,U.S.A.
2.75,80.0,Criollo,Nicaragua,Pitch Dark,U.S.A.
2.75,80.0,Trinitario,Nicaragua,Pitch Dark,U.S.A.
3.25,80.0, ,Nicaragua,Pitch Dark,U.S.A.
3.25,73.0,Trinitario,Madagascar,Pitch Dark,U.S.A.
2.5,73.0,Trinitario,Fiji,Pitch Dark,U.S.A.
3.25,73.0, ,Ecuador,Pitch Dark,U.S.A.
3.5,73.0, ,Ecuador,Pitch Dark,U.S.A.
2.5,76.0, ,Dominican Republic,Pomm (aka Dead Dog),U.S.A.
2.75,82.0,Criollo,Peru,Pomm (aka Dead Dog),U.S.A.
3.75,70.0, ,Domincan Republic,Potomac,U.S.A.
3.75,70.0, ,Venezuela,Potomac,U.S.A.
3.5,70.0,Matina,Costa Rica,Potomac,U.S.A.
3.0,70.0,Matina,Costa Rica,Potomac,U.S.A.
2.75,70.0, ,Peru,Potomac,U.S.A.
3.5,70.0, ,Brazil,Potomac,U.S.A.
3.75,82.0,Matina,Costa Rica,Potomac,U.S.A.
3.25,75.0, ,Peru,Pralus,France
3.25,75.0,Criollo,Venezuela,Pralus,France
3.5,75.0,Trinitario,Venezuela,Pralus,France
2.0,75.0, ,Venezuela,Pralus,France
3.0,75.0,Trinitario,Papua New Guinea,Pralus,France
3.0,100.0,Criollo,Madagascar,Pralus,France
2.0,75.0, ,Dominican Republic,Pralus,France
3.5,75.0, ,Brazil,Pralus,France
4.0,75.0,Forastero,Sao Tome,Pralus,France
3.0,75.0,Forastero,Brazil,Pralus,France
3.5,75.0,Criollo,Tanzania,Pralus,France
3.5,75.0,Forastero,Sao Tome & Principe,Pralus,France
3.5,75.0,Trinitario,Trinidad,Pralus,France
3.75,75.0,Criollo,Madagascar,Pralus,France
3.5,75.0,Criollo,Indonesia,Pralus,France
3.5,75.0,Trinitario,Venezuela,Pralus,France
4.0,75.0,Trinitario,Jamaica,Pralus,France
3.0,75.0,Trinitario,Ecuador,Pralus,France
3.0,75.0,Trinitario,Vanuatu,Pralus,France
3.25,75.0,Forastero,Ghana,Pralus,France
3.5,75.0,Trinitario,Colombia,Pralus,France
4.0,80.0,Criollo,Ecuador,Pralus,France
3.0,75.0,Trinitario,Cuba,Pralus,France
3.0,75.0,Trinitario,"Venezuela, Ghana",Pralus,France
3.5,75.0,Criollo,"Indonesia, Ghana",Pralus,France
3.5,77.0, ,Ecuador,Pump Street Bakery,U.K.
3.5,70.0,Trinitario,Grenada,Pump Street Bakery,U.K.
3.5,74.0,Criollo,Madagascar,Pump Street Bakery,U.K.
2.75,80.0, ,Honduras,Pump Street Bakery,U.K.
2.75,75.0,Trinitario,Venezuela,Pump Street Bakery,U.K.
3.0,75.0,Forastero,Ecuador,Pump Street Bakery,U.K.
3.25,72.0,Trinitario,Madagascar,Pump Street Bakery,U.K.
2.75,85.0,Forastero,Ecuador,Pump Street Bakery,U.K.
2.75,73.0, ,Venezuela,Pura Delizia,Italy
3.25,75.0, ,Brazil,Q Chocolate,Brazil
3.5,85.0, ,Brazil,Q Chocolate,Brazil
2.75,55.0, ,Brazil,Q Chocolate,Brazil
3.25,80.0, ,Brazil,Q Chocolate,Brazil
3.0,60.0, ,Brazil,Q Chocolate,Brazil
3.25,65.0, ,Brazil,Q Chocolate,Brazil
2.75,70.0,Criollo,Mexico,Quetzalli (Wolter),Mexico
3.0,74.0,Trinitario,Mexico,Quetzalli (Wolter),Mexico
3.0,70.0, ,"Peru(SMartin,Pangoa,nacional)",Raaka,U.S.A.
2.75,75.0,Forastero,Congo,Raaka,U.S.A.
3.25,75.0,Trinitario,Madagascar,Raaka,U.S.A.
3.5,85.0, ,Dominican Republic,Raaka,U.S.A.
2.75,70.0, ,Guatemala,Rain Republic,Guatemala
3.0,75.0,Forastero,Ecuador,Rancho San Jacinto,Eucador
2.5,70.0, ,Peru,Ranger,U.S.A.
3.25,80.0, ,Peru,Ranger,U.S.A.
3.5,73.0,Criollo,Peru,Ranger,U.S.A.
3.25,75.0,Criollo,Peru,Raoul Boulanger,France
3.25,75.0, ,Ecuador,Republica del Cacao (aka Confecta),Ecuador
2.5,75.0,Forastero,Ecuador,Republica del Cacao (aka Confecta),Ecuador
3.0,75.0,Forastero,Ecuador,Republica del Cacao (aka Confecta),Ecuador
3.5,67.0,Forastero,Ecuador,Republica del Cacao (aka Confecta),Ecuador
3.75,75.0,Forastero,Ecuador,Republica del Cacao (aka Confecta),Ecuador
3.75,75.0, ,Ecuador,Ritual,U.S.A.
3.5,85.0, ,Ecuador,Ritual,U.S.A.
3.75,75.0,Trinitario,Belize,Ritual,U.S.A.
3.0,75.0,Forastero,Peru,Ritual,U.S.A.
4.0,75.0,Trinitario,Madagascar,Ritual,U.S.A.
3.25,75.0,Nacional (Arriba),Ecuador,Ritual,U.S.A.
3.5,75.0,Trinitario,Trinidad,Ritual,U.S.A.
3.5,75.0, ,Costa Rica,Ritual,U.S.A.
3.25,70.0, ,Costa Rica,Roasting Masters,South Korea
3.25,70.0, ,Costa Rica,Roasting Masters,South Korea
3.25,70.0, ,Costa Rica,Roasting Masters,South Korea
3.25,75.0,Trinitario,Madagascar,Robert (aka Chocolaterie Robert),Madagascar
3.25,68.0,Trinitario,Madagascar,Robert (aka Chocolaterie Robert),Madagascar
3.5,66.0,Trinitario,Grenada,Rococo (Grenada Chocolate Co.),U.K.
3.75,75.0, ,Honduras,Rogue,U.S.A.
3.75,70.0, ,Venezuela,Rogue,U.S.A.
3.25,75.0, ,Bolivia,Rogue,U.S.A.
3.75,80.0,Criollo,Venezuela,Rogue,U.S.A.
3.5,70.0,Trinitario,Madagascar,Rogue,U.S.A.
3.5,70.0, ,Dominican Republic,Rogue,U.S.A.
4.0,75.0, ,Bolivia,Rogue,U.S.A.
